UniProtId	Type	Annotations
A0A126GWP3	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A0B6VWU6	Data unknown	None
G3V280	Data unknown	None
A0A173ADW6	Data unknown	None
C4MDQ5	Data unknown	None
A0A0F7W1Q1	Data unknown	None
A0A0U5KJ66	Data unknown	None
A0A1B3B2I6	Data unknown	None
A0A1L3H070	Data unknown	None
A0A090KFS8	Data unknown	None
Q29901	Data unknown	None
F5GWH8	Data unknown	None
D3IP05	Data unknown	None
F6IQF9	Data unknown	None
U6BN92	Data unknown	None
A0A0D4WP47	Data unknown	None
A0A0D9SFM4	Data unknown	None
A0A126GW20	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A0E3JPD9	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
A0A0S2Z4S0	Data unknown	None
J7FZQ3	Data unknown	None
A0A0A1TJL0	Data unknown	None
S5UHX9	Data unknown	None
A0A1C3PHN3	Data unknown	None
A0A0M7RFC2	Data unknown	None
A0A0X1KG70	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A1L7NY43	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00709542
A0A1C3PHT9	Data unknown	None
A0A1R4A3W3	Data unknown	None
H7C1Q6	Data unknown	None
Q67AC9	Data unknown	None
B4E2R2	Data unknown	None
A0A1L1Z847	Data unknown	None
C9JVM4	Data unknown	None
Q8NHB5	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
B4DTF6	Data unknown	None
A0A1L5YTI5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
B7Z3C6	Data unknown	None
A0A1B0GU29	Data unknown	None
F8WEN5	Data unknown	None
F4NBU0	Data unknown	None
B0BKZ5	Data unknown	None
F6IQT0	Data unknown	None
Q29658	Data unknown	None
A0A059S801	Data unknown	None
F6IQU7	Data unknown	None
Q6PJH4	Data unknown	None
A0A0D9SFD8	Data unknown	None
A0A0G2JPX5	Data unknown	None
A0A0G2JMB4	Data unknown	None
A0A0G4PYW1	Data unknown	None
Q67AD4	Data unknown	None
C9JJN3	Data unknown	None
B7Z5K3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU310713
A0A087WV67	Data unknown	None
Q3LRR7	Data unknown	None
M0QY48	Data unknown	None
A0A087X175	Data unknown	None
A7MAP5	Data unknown	None
A0A0G2JM38	Data unknown	None
A0A0S2Z5G2	Data unknown	None
J3KTR2	Data unknown	None
A0A0G2JK05	Data unknown	None
B4DN33	Data unknown	None
A0A0G2JM57	Data unknown	None
A0A1J0MS92	Data unknown	None
A0A1P8VX91	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
F6IQR2	Data unknown	None
A0A0E3DJ57	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
A0A126GWB9	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A1A9C8V4	Data unknown	None
L8E8P8	Data unknown	None
A0A0D9SG74	Data unknown	None
B4DKJ1	Data unknown	None
Q2L6G1	Data unknown	None
A0A087WVT0	Data unknown	None
M0QYM9	Data unknown	None
Q6T424	Data unknown	None
Q9GJ44	Data unknown	None
K7EMN5	Data unknown	None
A0A143FZ46	Data unknown	None
A0A0N6YMG8	Data unknown	None
A0A059QMU0	Data unknown	None
A4D137	Data unknown	None
J3QKS6	Data unknown	None
Q6ZTU6	Data unknown	None
A0A0U1WNF4	Data unknown	None
A0A0S2Z5K4	Single-pass membrane protein	ECO:0000256|RuleBase:RU364016
A0A0S4XRU9	Data unknown	None
C9J8V3	Data unknown	None
A0A088MI97	Data unknown	None
E1Y3Y7	Data unknown	None
Q15372	Data unknown	None
A0A0E4AYH7	Data unknown	None
A0A141ZRP8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
B6CAV4	Data unknown	None
A0A125R6G4	Data unknown	None
F6IQU5	Data unknown	None
Q9UPD4	Data unknown	None
A0A0S2Z4E6	Data unknown	None
A0A126LAW2	Data unknown	None
A0A0K0PW26	Data unknown	None
A0A1L4BJC0	Single-pass membrane protein	ECO:0000256|RuleBase:RU361242
F4YTD7	Data unknown	None
A0A0G2UNS9	Data unknown	ECO:0000256|RuleBase:RU362117
A0A146BIC6	Data unknown	None
G3V5Y3	Data unknown	None
Q6IEV0	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
H0Y8Q6	Data unknown	None
E7EX57	Data unknown	None
Q860C0	Data unknown	None
A0A0G2JQ50	Data unknown	None
A0A140T8X9	Data unknown	None
A0A0A8LDZ3	Data unknown	None
D7RVC0	Data unknown	None
F5CJX5	Data unknown	None
E9PRH4	Data unknown	None
G3V229	Data unknown	None
F6IQC6	Data unknown	None
H0YFC1	Data unknown	None
H0Y5B2	Data unknown	None
H0YEH0	Data unknown	None
Q6ZRM3	Data unknown	None
M1VNN5	Data unknown	None
L8E8T5	Data unknown	None
A0A0G2JNN4	Data unknown	None
A6NGA6	Data unknown	None
A0A126GVK1	Data unknown	None
Q5TCQ5	Data unknown	None
B8YPU7	Data unknown	None
A0A0U1RR47	Data unknown	None
L0R6T2	Data unknown	None
A0A0N6WBT4	Data unknown	None
A0A0K0PUY8	Data unknown	None
A0A161B4Z1	Data unknown	None
A0A1C3PHF6	Data unknown	None
C9E8V1	Data unknown	None
X5MNS3	Data unknown	None
F6IQV0	Data unknown	None
A0A1B0GW64	Data unknown	None
B4E0L5	Data unknown	None
M0QX48	Data unknown	None
A0A143FYJ8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A141ZQV7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
A0A0G2JPA3	Data unknown	None
A0A0S4XR13	Data unknown	None
A0A0U5Q1S0	Data unknown	None
C9JPR7	Data unknown	None
B0JF24	Data unknown	None
G3V4A2	Data unknown	None
A0A060D9N8	Data unknown	None
F6IQZ7	Data unknown	None
A0A1B1FC03	Data unknown	None
A0A140HM97	Data unknown	None
A0A0P1IVQ0	Data unknown	None
Q8IX35	Data unknown	None
H0YJZ0	Data unknown	None
Q2KHR9	Data unknown	None
A0A0S2A5S1	Data unknown	None
L8E7F7	Data unknown	None
A0A141ZT08	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A161IHP0	Data unknown	None
Q2LIR1	Data unknown	None
A0A0A1I9Q7	Data unknown	None
A0A126GWE7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A0D6K9K3	Data unknown	None
A0A0N9HRK5	Data unknown	None
A0A0X9WGC5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A0A143FZ00	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
A0A126GWR5	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A1D8MAN2	Data unknown	None
A0A140T8X8	Data unknown	None
Q67AE4	Data unknown	None
E0Z0A8	Data unknown	None
F4NBX1	Data unknown	None
C6K6H6	Data unknown	None
E9PPZ9	Data unknown	None
A0A1B0GUD2	Data unknown	None
J3QRF6	Data unknown	None
F4NBR9	Data unknown	None
F5H259	Data unknown	None
J3KSM7	Data unknown	None
Q6ZNV5	Data unknown	None
L8E801	Data unknown	None
A0A0U5Q141	Data unknown	None
A0A0E3DIA4	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
A0A0S2Z5B1	Data unknown	None
A0A1B0UGS0	Data unknown	None
A0A1D3KYP9	Data unknown	None
Q13973	Data unknown	None
Q8NGQ7	Data unknown	None
B4DP10	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363122
E7EWP0	Data unknown	None
B7ZM90	Data unknown	None
A0A0U3A4R9	Data unknown	None
A0A141ZSN8	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
B4DTI9	Data unknown	None
F5H108	Data unknown	None
L0R6L1	Data unknown	None
A0A0G2JLV7	Data unknown	None
A0A0G2JMM6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU310713
A0A1D3KYM2	Data unknown	None
A0A140T9F5	Data unknown	None
Q7LDZ6	Data unknown	None
E9PG90	Data unknown	None
A0A1B0GWG4	Data unknown	None
A0A126GWN1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A158VUZ1	Data unknown	None
F6IQS5	Data unknown	None
A0A0A1I8N6	Data unknown	None
B4DRX4	Data unknown	None
H0YFM0	Data unknown	None
A0A0X9RPC6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
Q67AE2	Data unknown	None
Q6AI34	Data unknown	None
U3Q5G3	Data unknown	None
C9JE17	Data unknown	None
A0A0A1I7H5	Data unknown	None
F4NBY2	Data unknown	None
Q5JYR3	Data unknown	None
A0A087X2F6	Data unknown	None
A0A059RIM4	Data unknown	None
A0A0F6RA79	Data unknown	None
A0A0M3R835	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004951, ECO:0000256|SAAS:SAAS00004670
A0A0J9YXD8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004424
A0A140T8Z5	Data unknown	None
A0A059RRR2	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00709542
Q30171	Data unknown	None
A0A173ADH8	Data unknown	None
A0A126GVB4	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A125R6G7	Data unknown	None
A0A059RHR2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000457
Q5KU21	Data unknown	None
A0A0E3JM36	Data unknown	None
A0A0I9QQP6	Data unknown	None
A0A126GVX2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A1J0PWD1	Data unknown	None
F4MKW1	Data unknown	None
L0R6F3	Data unknown	None
F6IQH4	Data unknown	None
Q9HAB4	Data unknown	None
Q5MIL4	Data unknown	None
F5GZ43	Data unknown	None
A0A1L1ZJP0	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00709542
V5NSU6	Data unknown	None
F6IQM4	Data unknown	None
V5NRC4	Data unknown	None
A0A193AUV8	Data unknown	None
A0A0A0MSX1	Data unknown	None
A0A087WVI4	Multi-pass membrane protein	ECO:0000256|RuleBase:RU310713
A0A087X235	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361218
D0F1S2	Data unknown	None
Q9BY51	Data unknown	None
U5XKH1	Data unknown	None
K7EIP7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361264
Q6ZP92	Data unknown	None
A8KAQ0	Data unknown	None
A0A075B734	Data unknown	None
A0A0S4T1I6	Data unknown	None
A0A0U3CJ72	Data unknown	None
A0A161AYP4	Data unknown	None
A0A024F9U8	Data unknown	None
E9M4N7	Data unknown	None
Q7Z2T0	Data unknown	None
A0A0D4CZD8	Data unknown	None
A0A0F7NG46	Data unknown	None
Q29988	Data unknown	None
A0A126LAZ2	Data unknown	None
A0A140VK06	Data unknown	None
F6IQH5	Data unknown	None
A0A1C3PHF3	Data unknown	None
A0A1R4A3Y6	Data unknown	None
B4DYR9	Data unknown	None
A0A090N8Z3	Data unknown	None
A0A0B7MB33	Data unknown	None
A0A140T930	Data unknown	None
A0A140T9N7	Data unknown	None
A0A0S4T322	Data unknown	None
A0A1B3TPB5	Data unknown	None
A0A1C9CWJ5	Data unknown	ECO:0000256|RuleBase:RU362117
J3QTJ5	Data unknown	None
B2R753	Data unknown	None
Q9P155	Data unknown	None
A0A0J9YYI4	Data unknown	None
A0A1L3HDW7	Data unknown	None
A0A1L1ZI99	Data unknown	ECO:0000256|RuleBase:RU362117
Q496L1	Data unknown	None
B7Z5Y9	Data unknown	None
B4DWP9	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363112
A0A024F979	Data unknown	None
F6IQN0	Data unknown	None
B7Z5M7	Data unknown	None
A0A173ADI9	Data unknown	None
Q8SNA8	Data unknown	None
A0A143FYI7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
A0A0G2JQ20	Data unknown	None
Q30099	Data unknown	None
A0A0U1RQC5	Data unknown	None
A0A0E3X7Q1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
A0A0U5EM56	Data unknown	None
A0A0U5IHY9	Data unknown	None
A0A126GWS3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
Q9BX81	Multi-pass membrane protein	ECO:0000256|RuleBase:RU364061
A0A1E1JSF8	Data unknown	None
Q2T9L3	Data unknown	None
A0A090MEW7	Data unknown	None
V5NQF4	Data unknown	None
I6QS32	Data unknown	None
E5RJU9	Data unknown	None
A0A140VKD9	Data unknown	None
A0A0S2PZP6	Data unknown	None
A0A0F6TL75	Data unknown	None
A0A1B1PEL5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
A0A1B3B2I4	Data unknown	None
A0A1B1R109	Data unknown	None
A0A1C3PHJ0	Data unknown	None
A0A1L3H076	Data unknown	None
A0A126GVN2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A126GW38	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A1B0TC81	Data unknown	ECO:0000256|RuleBase:RU362117
A0A1L1ZCD7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
B4DTD6	Data unknown	None
B4DP27	Single-pass membrane protein	ECO:0000256|RuleBase:RU003827
K4Q1F7	Data unknown	None
D6RHW5	Data unknown	None
D0UWM2	Data unknown	None
Q9UNG0	Data unknown	None
Q2VU70	Data unknown	None
Q9Y5B2	Data unknown	None
E5RG29	Data unknown	None
A0A142DV42	Data unknown	None
A0A0U5Q304	Data unknown	None
A0A0K1HQ13	Data unknown	ECO:0000256|RuleBase:RU362117
A0A126GWP8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A1C3PHC8	Data unknown	None
A0A1L5LC14	Data unknown	None
A0A1R4A440	Data unknown	None
A0A126GVZ2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A0G2JM59	Data unknown	None
A0A126GWM8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A0N6YPQ6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
A0A0G2JNE9	Data unknown	None
A0A126GVY2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
H0YDD3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363110
M1UZ74	Data unknown	None
B2RC75	Multi-pass membrane protein	ECO:0000256|RuleBase:RU310713
F4NBT2	Data unknown	None
G9FTK0	Data unknown	None
F4NBZ8	Data unknown	None
A0A087X1Q4	Data unknown	None
Q6ZP44	Data unknown	None
J3KTP0	Data unknown	None
A0A141ZT09	Data unknown	None
A0A0D4WPD0	Data unknown	None
A0A0U5Q047	Data unknown	None
A0A126GW74	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A141ZQE8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A0S4XRM0	Data unknown	None
A0A140CTW7	Data unknown	None
A0A126GWP9	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A1C3PHF8	Data unknown	None
D9UB04	Data unknown	None
B4DXH3	Data unknown	None
Q5VYI1	Data unknown	None
B4DMR5	Data unknown	None
F6IQQ6	Data unknown	None
A0A126GW08	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A126GWG7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
Q50KF3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004424
H7C132	Data unknown	None
A0A0U5FM20	Data unknown	None
A0A126GV53	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A126GVX0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A0K0PW41	Data unknown	None
A0A1L1Z865	Data unknown	None
A0A1B0W0X8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
D7GM33	Data unknown	None
A0A1L1ZH79	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A087WY01	Data unknown	None
P79530	Data unknown	None
L8EAC9	Data unknown	None
Q3LFT3	Data unknown	None
A0A0K3AQ92	Data unknown	None
A0A126GWD7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A0N6YMY6	Single-pass membrane protein	ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291
G8IIL0	Data unknown	None
A0A059QHC0	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
A0A059RJB1	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
A0A0G2JNY7	Data unknown	None
Q6RKA3	Data unknown	None
Q8WYY0	Data unknown	None
F6IQF3	Data unknown	None
A0A059RLQ3	Data unknown	None
A0A1L3H074	Data unknown	None
Q9HDB4	Data unknown	None
Q8N8C2	Data unknown	None
A0A0R6NAJ0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
A0A0S4XR47	Data unknown	None
A0A126GVZ3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A126GWH8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A0U1V1F2	Data unknown	None
A0A141ZSC5	Data unknown	None
B4DQ93	Data unknown	None
X5MPH1	Data unknown	None
A0A126GWB2	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A1D9ITY9	Data unknown	None
A0A1L1Z859	Data unknown	None
A0A0B7MB19	Data unknown	None
B4DX84	Data unknown	None
A0A1B0GVC7	Data unknown	None
F6IQB6	Data unknown	None
H0Y5U2	Data unknown	None
Q14229	Data unknown	None
D3XQC3	Data unknown	None
A0A087WXN8	Data unknown	None
Q9H2C6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A0U5KKA9	Data unknown	None
H3BU58	Data unknown	None
K7EQ22	Data unknown	None
B2RUU1	Data unknown	None
K9J9K9	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00543559
F4NC16	Data unknown	None
B0BKZ4	Data unknown	None
F6IQM8	Data unknown	None
A0A0B7MHY3	Data unknown	None
L8ECE6	Data unknown	None
A0A126GVL3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A1C3PHY4	Data unknown	None
S4VG21	Data unknown	None
U3TD89	Data unknown	None
Q59FG8	Data unknown	None
A0A110BGM1	Data unknown	None
A0A0S2Z5V7	Data unknown	None
A0A126GVI7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
B4DI80	Data unknown	None
Q95353	Data unknown	None
A0A0A0MTQ5	Data unknown	None
A0A1C3PHU3	Data unknown	None
U3Q5G7	Data unknown	None
Q9P1E2	Data unknown	None
A0A126GW95	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A0N7B166	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A0A0S2PIP8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
A0A126GW27	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A140DJD0	Data unknown	None
Q86W00	Data unknown	None
H0YBL6	Data unknown	None
Q860Y4	Data unknown	None
I3L2J7	Data unknown	None
H0YDC2	Data unknown	None
J3KTM6	Data unknown	None
A0A0D4WPH0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A1B3TPB8	Data unknown	None
A0A1B0W6X2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
A0A140C6V4	Data unknown	None
V5NQA4	Data unknown	None
F6IQQ2	Data unknown	None
Q30148	Data unknown	None
G9DBH1	Data unknown	None
A0A0D9SFK9	Data unknown	None
J7FTC9	Data unknown	None
A0A126GVL2	Data unknown	None
F6IQ96	Data unknown	None
J3QSG2	Data unknown	None
A0A0A0MR93	Data unknown	None
Q05CF4	Data unknown	None
Q15333	Data unknown	None
A0A0D4CZ13	Data unknown	None
R5A1K5	Data unknown	None
A0A0S4T1F0	Data unknown	None
A0A126GV70	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A141ZSQ4	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A0S2Z4K0	Data unknown	None
D6RDB0	Data unknown	None
B7ZBM8	Data unknown	None
A0A096LNH7	Data unknown	None
J3QRJ7	Data unknown	None
F6IR45	Data unknown	None
A0A059QSC5	Data unknown	None
C9W8M7	Data unknown	None
A0A0A8LDZ9	Data unknown	None
A0A1D8MAL2	Data unknown	None
A0A1B0GWG7	Data unknown	None
C9JL51	Data unknown	None
A0A059RYF2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A0A141ZQW9	Data unknown	ECO:0000256|RuleBase:RU362117
A0A059R9C6	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
B4DNH1	Data unknown	None
Q67AD8	Data unknown	None
B2CB92	Data unknown	None
E9PLL1	Data unknown	None
Q9HBN2	Data unknown	None
F6IR36	Data unknown	None
Q5VVU5	Data unknown	None
F4NBU3	Data unknown	None
A0A0S2Z5F5	Single-pass membrane protein	ECO:0000256|RuleBase:RU364016
A0A0S4XQX3	Data unknown	None
C6GLR9	Data unknown	None
A0A059QQF3	Data unknown	None
A0A0D4BJ23	Data unknown	ECO:0000256|RuleBase:RU362117
H0YE06	Data unknown	None
A0A059RQV5	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
A0A140T962	Data unknown	None
A0A126GWQ1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A1B0GTB0	Data unknown	None
Q9H373	Data unknown	None
Q6ZRC0	Data unknown	None
E7ENX8	Data unknown	None
V5NRF3	Data unknown	None
A0A024R505	Data unknown	None
F4NBV0	Data unknown	None
B4DVT0	Data unknown	None
F6IR44	Data unknown	None
H0Y9S7	Data unknown	None
A0A110BIQ9	Data unknown	None
A0A0S4XR34	Data unknown	None
A0A1L1ZEN3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
B4DHR9	Data unknown	None
B2R9S2	Data unknown	None
A0A059QQ51	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
A0A126GVA9	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
B4E2V9	Data unknown	None
F6IR14	Data unknown	None
H0Y4R4	Data unknown	None
F6IQS8	Data unknown	None
Q8NG73	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
F6IQ97	Data unknown	None
K7ERE0	Data unknown	None
U5YJN8	Data unknown	None
A0A126GW01	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A1B1PEM9	Single-pass membrane protein	ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291
A0A0S4T4F5	Data unknown	None
A0A1B0RPQ4	Data unknown	None
A0A172WC80	Data unknown	None
A0A1B5BA06	Data unknown	None
A0A158T700	Data unknown	None
A0A126GWI4	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A1L1Z866	Data unknown	None
A0A1G4HPX5	Data unknown	None
X5M235	Data unknown	None
H7BZK4	Data unknown	None
Q30147	Data unknown	None
C9J383	Data unknown	None
H0Y7I8	Data unknown	None
H0YKT4	Data unknown	None
Q8NGM6	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
F4NBZ9	Data unknown	None
Q6ZNT0	Data unknown	None
Q9H393	Data unknown	None
A0A182AU51	Data unknown	None
Q861E4	Data unknown	None
V5NQZ0	Data unknown	None
E9PM00	Data unknown	None
Q8TDU1	Data unknown	None
A0A075X6X5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
A0A1B0GTW7	Data unknown	None
F4NC18	Data unknown	None
C9JAE6	Data unknown	None
A0A0U1V1F4	Data unknown	None
A0A0B7NY78	Data unknown	None
A0A0U4YTB3	Data unknown	None
B4E020	Data unknown	None
B1AKP2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361218
F6IQB1	Data unknown	None
F8VPL3	Data unknown	None
Q6ZP83	Data unknown	None
K7EPS1	Data unknown	None
A0A0S2Z4W8	Data unknown	None
Q0VAB0	Data unknown	None
U6BN60	Data unknown	None
A0A059RI87	Data unknown	None
A0A126GWI8	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00521146
A0A0N7B165	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A0A0U5PZ83	Data unknown	None
A0A140T9J9	Data unknown	None
H7C1J6	Data unknown	None
A0A0E3T2N0	Data unknown	ECO:0000256|RuleBase:RU362117
A4UTT5	Data unknown	None
C9JLM9	Data unknown	None
U3Q5H2	Data unknown	None
A0A059RDU1	Data unknown	None
A0A0D9SG40	Data unknown	None
F4YTD5	Data unknown	None
M0R1J6	Data unknown	None
Q5Y7F8	Data unknown	None
A0A173ADI4	Data unknown	None
A0A182ATZ1	Data unknown	None
H7C1I0	Data unknown	None
A0A142DDR8	Data unknown	None
A0A140T9W5	Data unknown	None
A0A1C9UPQ4	Data unknown	None
Q53YN9	Data unknown	None
A0A087WVQ0	Data unknown	None
A0A181C4Z2	Data unknown	None
E9PLR9	Data unknown	None
Q861D9	Data unknown	None
A0A1L1Y066	Data unknown	None
A0A1B3TP62	Data unknown	None
Q59H01	Single-pass membrane protein	ECO:0000256|SAAS:SAAS00533980
E9BVB6	Data unknown	None
E9PJG7	Data unknown	None
A0A059QKF2	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
A0A0J9YW10	Data unknown	None
A0A126GW12	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
A0A140T9S4	Data unknown	None
K7ELU3	Data unknown	None
A0A0U5Q1X6	Data unknown	None
E9LVY5	Data unknown	None
